53.545, -2.76753
51.6235, -0.134995
51.9481, -2.06917
51.081, -1.33192
52.2042, -2.23011
51.6058, -0.347001
53.5792, 0.654444
51.1122, -0.163057
51.5272, -0.107052
52.4033, -1.47996
57.1763, -2.16585
52.2514, 0.101667
53.3243, -1.12341
52.7572, 0.385454
51.1428, 0.893056
51.4997, 0.250278
52.2736, -0.883124
54.9667, -1.58333
52.4662, -1.90054
54.9994, -1.54417
52.9244, -1.53417
54.9617, -1.49083
51.2178, 1.40389
51.8506, -2.19694
53.8298, -1.72465
52.6, 0.245556
50.1636, -5.19806
51.5008, -0.12468
53.78, -2.06861
50.6878, -3.21861
51.2344, -0.2
52.9142, -1.54417
52.6172, -2.85083
51.3861, -2.71065
50.4658, -3.54167
54.6769, -1.59833
53.3658, -0.177778
51.3708, 1.42333
53.2, -3.2
52.2783, -0.596944
50.9069, -2.7975
55.0425, -1.48889
55.71, -2.44
55.8431, -4.42889
51.4893, 0.310837
53.5444, -2.13889
56.0328, -3.36
50.9364, -0.179722
51.1828, -3.33083
52.5936, 1.23667
60.3556, -1.26194
57.3389, -2.18417
53.2831, -4.5625
53.289, -6.2225
51.0103, -1.08941
53.0553, -2.30111
51.8747, 0.986944
53.4064, -3.11833
52.9086, 0.479167
51.6225, 0.611111
53.535, -2.638
53.484, -2.29602
51.6235, -0.134995
52.4816, -1.89498
51.9261, 1.26417
51.961, 1.344
53.3846, -2.54703
53.5478, -2.90256
54.4833, -0.607817
56.829, -5.09796
49.8667, 2.03306
53.3371, -2.85463
51.7828, -3.75583
60.1833, -1.22972
51.365, -0.251
51.4626, -0.137145
52.5132, -1.77597
53.5635, -2.3671
51.4456, -0.340328
51.6763, -3.54299
51.5106, -0.184923
50.8142, -0.405605
50.0778, -5.25852
55.4496, -4.61254
51.5072, -0.1275
50.7321, -1.85874
53.5328, -3.80472
54.2078, -6.67639
54.935, -2.73361
52.2736, -0.883124
51.8789, -0.425618
51.1123, -0.163096
51.3471, -0.826588
50.744, -3.988
53.2073, -0.566246
51.4783, -2.59698
53.299, -6.16886
53.5455, -2.76776
52.2736, -0.883124
52.6581, 0.173246
50.709, -3.50714
53.535, -2.63802
56.553, -3.143
56.0608, -3.43313
50.8147, -0.479312
53.245, -2.53795
51.7847, -1.26795
52.4603, -1.21511
50.709, -3.50722
51.3189, 0.895396
55.94, -3.21886
52.2736, -0.883124
52.4205, 1.71926
53.7848, -1.79574
52.4475, -1.93512
51.3484, -1.13751
50.7285, -1.85859
53.5634, -2.36714
51.869, -0.40793
51.4545, -0.114426
51.3037, -0.671368
53.4842, -2.94717
51.6763, -3.54299
51.0796, -0.3105
50.9465, 1.93412
53.296, -6.29143
52.4602, -1.21547
53.7954, -1.53156
53.5537, -2.28853
51.3189, 0.895396
53.5454, -2.76773
53.0032, -1.31344
52.941, -1.09366
53.3794, -6.28384
50.3933, -4.1741
50.8131, -0.354162
53.786, -1.77595
51.6234, -0.134864
53.368, -2.56977
51.5272, -0.107052
54.9953, -1.68788
50.7998, -1.07486
53.346, -6.28152
53.4449, -2.14499
54.9553, -1.73397
52.1427, -0.475206
53.797, -1.56028
56.0069, -4.73865
52.4821, -2.01321
53.4041, -2.99389
51.6632, -0.396483
51.5438, 0.708
51.3189, 0.895489
51.6763, -3.54299
52.4894, -1.7999
52.2319, 0.13219
53.2171, -4.1452
53.5455, -2.76775
53.0766, -3.27193
51.3485, -1.13742
57.5519, -2.46472
50.3996, -4.18156
52.9359, -1.20741
51.3461, -0.248422
52.2042, -2.23011
52.479, -1.90307
51.4316, 0.055998
51.4728, -0.486796
53.3764, -1.45245
54.9954, -1.68776
52.8268, -1.33043
51.5272, -0.107052
52.4515, 0.045927
53.3794, -6.28384
51.4855, -0.125596
52.9515, -1.15149
51.1799, -0.148901
53.838, -1.653
50.8131, -0.354169
51.4421, 0.122136
57.6961, -4.15377
51.8798, -2.17032
53.2475, -0.513866
50.9294, -1.44333
50.831, -0.129425
53.494, -2.07566
52.7701, -7.95922
56.8032, -2.32798
51.7318, -1.19321
51.0809, -1.33181
51.3861, -2.71064
52.4221, -1.50491
51.3696, -0.093545
53.3621, -2.27176
52.4819, -1.79412
53.8005, -2.32302
58.0473, 1.40106
50.7308, 1.6082
53.7846, -1.79574
52.2736, -0.883124
52.6221, -7.0991
51.4978, -0.16506
53.404, -2.99412
51.6763, -3.54299
50.7286, -1.8586
52.4205, 1.71907
50.3998, -4.18084
53.6897, -1.80449
55.0349, -1.4698
52.6167, 1.31332
51.3189, 0.895489
55.8924, -4.34276
53.7723, -2.70669
50.8786, -2.95298
55.0349, -1.46983
53.3173, -0.943227
57.137, -2.15733
51.6771, -0.00862
52.2318, 0.1321
53.3243, -1.12342
53.8004, -2.32306
57.1763, -3.81948
52.2736, -0.883124
51.745, 0.695556
53.2702, -1.32861
51.4997, -2.59944
50.7157, -1.90472
53.5455, -2.76775
53.3243, -1.12343
55.94, -3.21885
55.8946, -4.44077
51.5072, -0.1275
53.4162, -1.45173
51.6235, -0.134826
53.7848, -1.79586
52.9568, -1.15435
52.4841, -1.45982
52.3637, -1.21483
50.8706, -1.26226
53.7727, -1.54993
53.8035, -1.53325
51.2426, -0.524294
53.7759, -0.268605
51.5135, -0.11581
51.6763, -3.54299
55.8946, -4.44077
51.6631, -0.396661
50.8553, -1.17405
51.4533, 0.210754
51.5333, -0.232556
50.9734, -2.71485
52.2577, -7.11278
53.404, -2.99403
52.187, 1.13209
51.9906, -0.18745
50.831, -0.129374
53.4876, -2.24762
51.6103, -0.238837
53.5084, -2.54111
51.4515, -0.99148
50.8131, -0.354167
53.4247, -6.2414
52.9514, -1.1519
55.8586, -4.23962
52.9808, -1.30559
53.8005, -2.32325
55.7546, -4.63227
51.4822, -0.618375
50.7363, -1.80683
51.4696, -0.459658
53.5455, -2.76776
51.4211, 0.11445
50.633, -4.36348
50.831, -0.129438
52.3948, -1.23916
53.6323, -2.15521
51.5364, -0.079275
53.3321, -0.947202
51.6765, -0.009621
50.8554, -1.17407
52.6492, -1.17037
51.6633, -0.396181
51.3488, 0.259893
50.3525, -4.09227
52.6074, -1.08577
51.6598, -3.23508
53.4734, -2.24965
51.4598, -2.01497
51.9102, -8.49237
53.4085, -2.97309
52.2596, -0.896317
56.1191, -3.34302
51.4533, 0.21083
51.6763, -3.54299
51.1799, -0.148884
53.3359, -2.22521
53.4567, -2.22831
50.3899, -4.18163
55.8521, -4.41123
52.4163, -1.49722
55.4296, -5.60384
53.3899, -3.01567
52.3191, -2.07681
50.9847, 0.456074
53.4162, -1.45173
51.4355, -0.199875
51.6235, -0.134935
51.6137, -0.161309
53.8932, -1.73646
52.2596, -0.896317
51.3761, -0.460309
50.8131, -0.35417
51.6126, -3.9638
50.8394, -0.149046
51.0809, -1.33183
51.5272, -0.107052
53.8004, -2.32311
51.4373, -2.60284
53.3634, -1.46912
51.6634, -0.396271
53.2072, -0.566184
52.2636, -0.897711
54.4077, -1.73487
51.4963, -0.541264
50.9847, 0.45615
52.6084, -1.08601
49.6384, -1.61147
51.319, 0.895369
52.4906, 0.528414
53.4096, -2.34166
52.6084, -1.08613
54.9383, -1.5806
56.4772, -2.98144
51.6763, -3.54299
51.4533, 0.210835
53.5984, -3.03514
53.3763, -1.45257
52.2052, 0.135679
50.3996, -4.18117
50.3919, -4.04831
51.4305, -3.21938
51.3761, -0.460309
58.5902, -3.53369
52.2736, -0.883124
57.5886, -3.8636
52.7979, -0.324397
52.4812, -1.89547
52.7175, -2.50211
51.5168, -0.129171
51.6633, -0.396494
52.6866, -2.81644
53.2306, -2.95951
53.8004, -2.32303
51.5014, -3.20539
52.2317, 0.132052
52.9107, -2.49303
51.5245, -0.116077
53.5455, -2.7677
52.4222, -1.50478
57.4616, -4.2128
51.663, -3.8333
53.404, -2.99409
56.0069, -4.73863
53.5623, -2.10518
51.4136, -0.156719
52.0829, 1.14541
57.4616, -4.2128
51.2922, -0.75348
53.203, -2.88078
52.2736, -0.883124
51.4637, -3.16789
52.9853, -2.14756
53.5455, -2.76772
53.3794, -6.28384
52.0828, 1.1454
53.404, -2.99404
53.3607, -2.60584
51.6763, -3.54299
52.9503, -3.03453
52.2736, -0.883124
51.5509, 0.121013
52.8744, -2.16461
50.6595, -3.29784
55.9464, -4.33681
52.2255, 0.129465
51.3536, 0.718079
51.9687, 0.154258
53.5739, -2.39877
50.7502, -3.27992
50.8346, 0.444025
55.8266, -4.36584
51.4926, -0.045862
53.3794, -6.28384
53.4298, -1.47846
50.8425, -0.755764
52.7236, -1.0362
50.9847, 0.456201
51.5745, 0.054864
56.1191, -3.34302
55.8577, -4.24787
51.4532, 0.210974
53.4747, -2.26782
51.4597, -2.01495
53.764, -0.34873
52.2059, -2.19823
53.6144, -2.34464
52.2736, -0.883124
51.4981, -3.6028
53.8036, -1.53317
55.8393, -3.94906
51.423, 0.064509
53.8049, -3.04702
51.4608, -0.443379
51.5276, -3.49995
51.5063, -0.1271
54.6643, -1.23057
51.5878, -0.034608
53.8966, -1.18154
53.4578, -2.22632
50.831, -0.129425
51.385, 0.076623
56.0275, -3.44698
53.3794, -6.28384
53.4624, -2.21471
54.9842, -1.59258
54.1551, -4.48039
52.9853, -2.14756
56.494, -2.93459
52.2254, 0.129651
51.6629, -3.8334
51.3189, 0.895457
55.8196, -4.43159
52.2736, -0.88313
51.1267, 0.002656
51.6763, -3.54299
51.8797, -0.378462
51.5023, -0.324959
51.5745, 0.054865
52.6033, -1.68109
52.6544, -0.475413
53.535, -2.63799
53.736, -2.51607
52.2318, 0.132198
51.4176, -0.120761
50.8131, -0.354169
51.912, -2.11291
52.6089, -1.68168
51.5202, -0.130801
51.4533, 0.210763
53.4006, -6.16109
51.1404, -2.73403
53.3243, -1.12341
54.6678, -5.91239
54.9604, -1.60898
53.4065, -6.29482
53.4774, -1.19764
54.6648, -1.22635
53.6336, -3.02002
53.2031, -2.88077
53.2665, -2.12987
53.0019, -2.26893
55.9347, -3.22132
53.4536, -2.29024
53.404, -2.99408
50.831, -0.129404
50.3997, -4.18132
57.4617, -4.21301
51.5063, -0.1271
51.1404, -2.73404
51.4039, -0.211178
51.4924, -0.582268
50.7286, -1.8586
52.6723, -0.305729
55.9501, -3.18641
51.3666, -0.101212
52.7979, -0.324402
52.5344, -1.40831
51.6763, -3.54299
50.9847, 0.456188
51.5219, -0.159716
50.7246, -1.86352
51.5745, 0.054884
52.2059, -2.19824
52.6168, -1.12941
51.4533, 0.210761
51.6285, -0.388457
51.4209, 0.114313
51.5799, 0.180429
53.8035, -1.53335
55.193, -7.83402
52.2318, 0.132234
52.2254, 0.128924
50.9601, 1.85128
51.2762, 0.518721
52.6075, -1.08579
50.7942, -1.07469
55.193, -7.83404
53.5454, -2.76774
52.5343, -1.40819
51.5322, -0.021224
52.642, -1.16271
52.355, 0.153766
53.2363, -1.43601
52.2736, -0.88313
56.4052, -3.4594
50.9471, 1.85144
55.7629, -4.04485
53.44, -2.10226
51.5366, -0.145602
51.4524, -0.968201
51.3536, 0.718327
52.9419, -1.09075
53.289, -6.2225
55.193, -7.83402
51.3475, -0.085347
